PeakID (cmd=annotatePeaks.pl bam_atac.mRp.clN_peaks.narrowPeak dm3_rel78.fa.gz -gid -gtf Drosophila_melanogaster.BDGP5.78.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
bam_atac.mRp.clN_peak_2169	2L	17271053	17271936	+	106	NA	Intergenic	Intergenic	-10762	FBgn0032629	FBgn0032629	FBtr0080972			beat-IIIc			protein_coding
bam_atac.mRp.clN_peak_3814	2R	5553717	5554349	+	106	NA	intron (FBgn0033438, intron 3 of 7)	protein_coding-intron (FBgn0033438, intron 3 of 7)	5303	FBgn0011921	FBgn0011921	FBtr0088465			tRNA:M3:46A			tRNA
bam_atac.mRp.clN_peak_15100	X	20201383	20201622	+	106	NA	Intergenic	Intergenic	2981	FBgn0031101	FBgn0031101	FBtr0077297			CG1631			protein_coding
bam_atac.mRp.clN_peak_4478	2R	10130874	10131450	+	106	NA	promoter-TSS (FBgn0033917)	protein_coding-promoter-TSS (FBgn0033917)	-30	FBgn0033917	FBgn0033917	FBtr0087536			CG8503			protein_coding
bam_atac.mRp.clN_peak_4330	2R	9106712	9106941	+	106	NA	promoter-TSS (FBgn0040754)	protein_coding-promoter-TSS (FBgn0040754)	-74	FBgn0033809	FBgn0033809	FBtr0333151			CG4630			protein_coding
bam_atac.mRp.clN_peak_4243	2R	8422277	8422577	+	106	NA	intron (FBgn0011592, intron 1 of 9)	protein_coding-intron (FBgn0011592, intron 1 of 9)	5866	FBgn0011592	FBgn0011592	FBtr0087822			fra			protein_coding
bam_atac.mRp.clN_peak_6283	3L	2107471	2107709	+	106	NA	intron (FBgn0086906, intron 2 of 14)	protein_coding-intron (FBgn0086906, intron 2 of 13)	8021	FBgn0086906	FBgn0086906	FBtr0072848			sls			protein_coding
bam_atac.mRp.clN_peak_14844	X	17243205	17244347	+	106	NA	Intergenic	Intergenic	29261	FBgn0263502	FBgn0263502	FBtr0309522			CR43491			ncRNA
bam_atac.mRp.clN_peak_9178	3L	23283463	23284065	+	106	NA	Intergenic	Intergenic	47436	FBgn0010215	FBgn0010215	FBtr0070038			alpha-Cat			protein_coding
bam_atac.mRp.clN_peak_9910	3R	3915133	3916309	+	106	NA	TTS (FBgn0037547)	protein_coding-TTS (FBgn0037547)	2747	FBgn0037547	FBgn0037547	FBtr0081790			CG7910			protein_coding
bam_atac.mRp.clN_peak_5438	2R	17324384	17324934	+	106	NA	intron (FBgn0010415, intron 2 of 6)	protein_coding-intron (FBgn0010415, intron 2 of 5)	-20090	FBgn0010415	FBgn0010415	FBtr0301557			Sdc			protein_coding
bam_atac.mRp.clN_peak_423	2L	3319736	3320017	+	106	NA	promoter-TSS (FBgn0031520)	protein_coding-promoter-TSS (FBgn0031520)	-4	FBgn0031519	FBgn0031519	FBtr0077603			CG3326			protein_coding
bam_atac.mRp.clN_peak_13903	X	5251109	5251535	+	106	NA	promoter-TSS (FBgn0029761)	protein_coding-promoter-TSS (FBgn0029761)	17053	FBgn0029761	FBgn0029761	FBtr0301952			SK			protein_coding
bam_atac.mRp.clN_peak_14222	X	9117272	9117877	+	106	NA	promoter-TSS (FBgn0086367)	protein_coding-promoter-TSS (FBgn0086367)	-284	FBgn0086367	FBgn0086367	FBtr0071335			t			protein_coding
bam_atac.mRp.clN_peak_3778	2R	5300775	5301038	+	106	NA	promoter-TSS (FBgn0041087)	protein_coding-promoter-TSS (FBgn0041087)	59	FBgn0016078	FBgn0016078	FBtr0306111			wun			protein_coding
bam_atac.mRp.clN_peak_2036	2L	16203306	16204273	+	106	NA	Intergenic	Intergenic	-7670	FBgn0028893	FBgn0028893	FBtr0080821			CG31819			protein_coding
bam_atac.mRp.clN_peak_516	2L	4093565	4094062	+	105	NA	intron (FBgn0000547, intron 5 of 8)	protein_coding-intron (FBgn0000547, intron 5 of 8)	7923	FBgn0086032	FBgn0086032	FBtr0114308			snoRNA:Me28S-C437			snoRNA
bam_atac.mRp.clN_peak_9353	3R	41108	41728	+	105	NA	promoter-TSS (FBgn0037217)	protein_coding-promoter-TSS (FBgn0037217)	-407	FBgn0037217	FBgn0037217	FBtr0111206			CG14636			protein_coding
bam_atac.mRp.clN_peak_12272	3R	20963430	20964261	+	105	NA	promoter-TSS (FBgn0039283)	protein_coding-promoter-TSS (FBgn0039283)	46	FBgn0039283	FBgn0039283	FBtr0084780			danr			protein_coding
bam_atac.mRp.clN_peak_4424	2R	9847836	9848392	+	105	NA	promoter-TSS (FBgn0013770)	protein_coding-promoter-TSS (FBgn0013770)	-401	FBgn0033886	FBgn0033886	FBtr0114495			CG13349			protein_coding
bam_atac.mRp.clN_peak_10717	3R	9950832	9951770	+	105	NA	promoter-TSS (FBgn0262955)	protein_coding-promoter-TSS (FBgn0262955)	-35	FBgn0010340	FBgn0010340	FBtr0082909			140up			protein_coding
bam_atac.mRp.clN_peak_8663	3L	19926065	19926346	+	105	NA	TTS (FBgn0036921)	protein_coding-TTS (FBgn0036921)	4362	FBgn0036921	FBgn0036921	FBtr0331800			RhoGDI			protein_coding
bam_atac.mRp.clN_peak_4427	2R	9855736	9856067	+	105	NA	promoter-TSS (FBgn0020766)	protein_coding-promoter-TSS (FBgn0020766)	49	FBgn0020766	FBgn0020766	FBtr0087594			Aats-phe			protein_coding
bam_atac.mRp.clN_peak_8157	3L	16341132	16341781	+	105	NA	TTS (FBgn0053257)	protein_coding-TTS (FBgn0053257)	282	FBgn0260460	FBgn0260460	FBtr0075379			mRpS34			protein_coding
bam_atac.mRp.clN_peak_6515	3L	3741625	3742436	+	105	NA	exon (FBgn0052264, exon 2 of 8)	protein_coding-exon (FBgn0052264, exon 2 of 8)	13171	FBgn0035458	FBgn0035458	FBtr0303094			CG10858			protein_coding
bam_atac.mRp.clN_peak_8218	3L	16723859	16724131	+	105	NA	promoter-TSS (FBgn0004556)	protein_coding-promoter-TSS (FBgn0004556)	-77	FBgn0004556	FBgn0004556	FBtr0075347			Dbp73D			protein_coding
bam_atac.mRp.clN_peak_1683	2L	13041439	13041901	+	105	NA	intron (FBgn0262160, intron 2 of 6)	protein_coding-intron (FBgn0262160, intron 2 of 6)	18445	FBgn0262160	FBgn0262160	FBtr0089956			CG9932			protein_coding
bam_atac.mRp.clN_peak_10215	3R	5980011	5980754	+	105	NA	intron (FBgn0086359, intron 2 of 8)	protein_coding-intron (FBgn0086359, intron 2 of 8)	-2963	FBgn0085332	FBgn0085332	FBtr0112499			CG34303			protein_coding
bam_atac.mRp.clN_peak_11807	3R	17851013	17851328	+	105	NA	promoter-TSS (FBgn0038924)	protein_coding-promoter-TSS (FBgn0038924)	56	FBgn0038924	FBgn0038924	FBtr0084186			CG6028			protein_coding
bam_atac.mRp.clN_peak_258	2L	1974091	1974393	+	105	NA	exon (FBgn0031376, exon 1 of 4)	protein_coding-exon (FBgn0031376, exon 1 of 4)	116	FBgn0031376	FBgn0031376	FBtr0077813			Der-1			protein_coding
bam_atac.mRp.clN_peak_8865	3L	21254759	21255183	+	105	NA	intron (FBgn0004865, intron 1 of 3)	protein_coding-intron (FBgn0004865, intron 3 of 5)	3851	FBgn0262854	FBgn0262854	FBtr0306159			CG43218			protein_coding
bam_atac.mRp.clN_peak_14151	X	8313463	8314097	+	105	NA	intron (FBgn0261793, intron 3 of 10)	protein_coding-intron (FBgn0261793, intron 3 of 9)	-1618	FBgn0261793	FBgn0261793	FBtr0333811			Trf2			protein_coding
bam_atac.mRp.clN_peak_13288	4	427028	427912	+	105	NA	Intergenic	Intergenic	-11042	FBgn0262636	FBgn0262636	FBtr0307044			Lin29			protein_coding
bam_atac.mRp.clN_peak_5106	2R	14724270	14725482	+	105	NA	TTS (FBgn0034399)	protein_coding-TTS (FBgn0034399)	2105	FBgn0034399	FBgn0034399	FBtr0086618			CG15083			protein_coding
bam_atac.mRp.clN_peak_10880	3R	11135632	11136800	+	105	NA	promoter-TSS (FBgn0004117)	protein_coding-promoter-TSS (FBgn0004117)	-183	FBgn0004117	FBgn0004117	FBtr0333919			Tm2			protein_coding
bam_atac.mRp.clN_peak_5017	2R	14225625	14226080	+	105	NA	intron (FBgn0010575, intron 1 of 10)	protein_coding-intron (FBgn0010575, intron 1 of 11)	18949	FBgn0010575	FBgn0010575	FBtr0329996			sbb			protein_coding
bam_atac.mRp.clN_peak_12461	3R	22321862	22322492	+	105	NA	intron (FBgn0039431, intron 2 of 10)	protein_coding-intron (FBgn0039431, intron 2 of 10)	30382	FBgn0039430	FBgn0039430	FBtr0085017			CG5455			protein_coding
bam_atac.mRp.clN_peak_14047	X	6769024	6770098	+	105	NA	promoter-TSS (FBgn0263993)	protein_coding-promoter-TSS (FBgn0263993)	7020	FBgn0263993	FBgn0263993	FBtr0330263			CG43736			protein_coding
bam_atac.mRp.clN_peak_1374	2L	10339412	10339704	+	105	NA	TTS (FBgn0032223)	protein_coding-TTS (FBgn0032223)	101	FBgn0019932	FBgn0019932	FBtr0079994			SamDC			protein_coding
bam_atac.mRp.clN_peak_14341	X	10629640	10630398	+	105	NA	intron (FBgn0052676, intron 1 of 3)	protein_coding-intron (FBgn0052676, intron 1 of 3)	-8516	FBgn0003204	FBgn0003204	FBtr0071496			ras			protein_coding
bam_atac.mRp.clN_peak_744	2L	5862334	5862891	+	105	NA	intron (FBgn0031745, intron 1 of 3)	protein_coding-intron (FBgn0031745, intron 1 of 3)	16869	FBgn0031745	FBgn0031745	FBtr0079158			CG8965			protein_coding
bam_atac.mRp.clN_peak_12578	3R	23098214	23099456	+	105	NA	promoter-TSS (FBgn0039505)	protein_coding-promoter-TSS (FBgn0039505)	-593	FBgn0039505	FBgn0039505	FBtr0085158			CG5934			protein_coding
bam_atac.mRp.clN_peak_5357	2R	16757462	16758374	+	105	NA	promoter-TSS (FBgn0050295)	protein_coding-promoter-TSS (FBgn0050295)	21	FBgn0067905	FBgn0067905	FBtr0100038			IM14			protein_coding
bam_atac.mRp.clN_peak_7200	3L	8769809	8770359	+	105	NA	intron (FBgn0261259, intron 1 of 16)	protein_coding-intron (FBgn0261259, intron 1 of 16)	11561	FBgn0035926	FBgn0035926	FBtr0076591			CG5804			protein_coding
bam_atac.mRp.clN_peak_11010	3R	12070359	12070646	+	105	NA	intron (FBgn0040071, intron 1 of 1)	protein_coding-intron (FBgn0040071, intron 1 of 1)	1961	FBgn0040071	FBgn0040071	FBtr0083258			tara			protein_coding
bam_atac.mRp.clN_peak_5986	3L	93626	94521	+	105	NA	Intergenic	Intergenic	4302	FBgn0040688	FBgn0040688	FBtr0072540			CG12483			protein_coding
bam_atac.mRp.clN_peak_4810	2R	12496099	12498058	+	105	NA	intron (FBgn0034145, intron 1 of 10)	protein_coding-intron (FBgn0034145, intron 1 of 10)	445	FBgn0034145	FBgn0034145	FBtr0302205			CG5065			protein_coding
bam_atac.mRp.clN_peak_13456	X	366532	367425	+	105	NA	exon (FBgn0001337, exon 8 of 11)	protein_coding-exon (FBgn0001337, exon 8 of 11)	-3612	FBgn0010019	FBgn0010019	FBtr0070099			Cyp4g1			protein_coding
bam_atac.mRp.clN_peak_8247	3L	16892674	16893304	+	105	NA	exon (FBgn0261565, exon 1 of 7)	protein_coding-exon (FBgn0261565, exon 1 of 7)	12783	FBgn0261565	FBgn0261565	FBtr0302784			Lmpt			protein_coding
bam_atac.mRp.clN_peak_1886	2L	14552560	14553044	+	105	NA	Intergenic	Intergenic	-3727	FBgn0250844	FBgn0250844	FBtr0080662			CG4218			protein_coding
bam_atac.mRp.clN_peak_11113	3R	12797935	12798273	+	105	NA	promoter-TSS (FBgn0000015)	protein_coding-promoter-TSS (FBgn0000015)	-2822	FBgn0038458	FBgn0038458	FBtr0083366			VhaM9.7-d			protein_coding
bam_atac.mRp.clN_peak_5262	2R	15961633	15962479	+	105	NA	Intergenic	Intergenic	-36960	FBgn0004364	FBgn0004364	FBtr0086309			18w			protein_coding
bam_atac.mRp.clN_peak_13858	X	4484075	4484465	+	105	NA	intron (FBgn0052773, intron 1 of 4)	protein_coding-intron (FBgn0052773, intron 1 of 4)	-18308	FBgn0029717	FBgn0029717	FBtr0070697			CG12684			protein_coding
bam_atac.mRp.clN_peak_7281	3L	9389060	9389565	+	105	NA	intron (FBgn0035983, intron 1 of 5)	protein_coding-intron (FBgn0035983, intron 1 of 5)	3015	FBgn0035983	FBgn0035983	FBtr0076494			CG4080			protein_coding
bam_atac.mRp.clN_peak_14583	X	13705628	13706422	+	105	NA	TTS (FBgn0261244)	protein_coding-TTS (FBgn0261244)	308	FBgn0030528	FBgn0030528	FBtr0073827			CG11095			protein_coding
bam_atac.mRp.clN_peak_12083	3R	19711982	19713129	+	105	NA	intron (FBgn0025574, intron 2 of 9)	protein_coding-intron (FBgn0025574, intron 2 of 9)	2728	FBgn0025574	FBgn0025574	FBtr0084527			Pli			protein_coding
bam_atac.mRp.clN_peak_10371	3R	7235313	7235957	+	105	NA	promoter-TSS (FBgn0011774)	protein_coding-promoter-TSS (FBgn0011774)	-26	FBgn0264694	FBgn0264694	FBtr0082406			mgr			protein_coding
bam_atac.mRp.clN_peak_14655	X	15186920	15187280	+	105	NA	promoter-TSS (FBgn0030625)	protein_coding-promoter-TSS (FBgn0030625)	36	FBgn0030625	FBgn0030625	FBtr0074002			CG5877			protein_coding
bam_atac.mRp.clN_peak_6554	3L	4003389	4003695	+	105	NA	promoter-TSS (FBgn0035482)	protein_coding-promoter-TSS (FBgn0035482)	62	FBgn0035482	FBgn0035482	FBtr0307170			CG14985			protein_coding
bam_atac.mRp.clN_peak_9135	3L	22953393	22953715	+	104	NA	Intergenic	Intergenic	-5152	FBgn0052461	FBgn0052461	FBtr0078567			CG32461			protein_coding
bam_atac.mRp.clN_peak_12401	3R	21856279	21856668	+	104	NA	Intergenic	Intergenic	-1016	FBgn0002631	FBgn0002631	FBtr0084979			HLHm5			protein_coding
bam_atac.mRp.clN_peak_6402	3L	2980890	2981681	+	104	NA	exon (FBgn0035383, exon 1 of 3)	protein_coding-exon (FBgn0035383, exon 1 of 3)	263	FBgn0035383	FBgn0035383	FBtr0072978			CG2107			protein_coding
bam_atac.mRp.clN_peak_14457	X	11915047	11915712	+	104	NA	TTS (FBgn0030364)	protein_coding-TTS (FBgn0030364)	282	FBgn0030365	FBgn0030365	FBtr0073622			Tango4			protein_coding
bam_atac.mRp.clN_peak_3012	2R	509936	510200	+	104	NA	Intergenic	Intergenic	3534	FBgn0032997	FBgn0032997	FBtr0299924			CG17486			protein_coding
bam_atac.mRp.clN_peak_6819	3L	6047938	6048467	+	104	NA	promoter-TSS (FBgn0028980)	protein_coding-promoter-TSS (FBgn0028980)	-34	FBgn0028980	FBgn0028980	FBtr0077043			tan			protein_coding
bam_atac.mRp.clN_peak_7787	3L	13481609	13482204	+	104	NA	intron (FBgn0036373, intron 2 of 3)	protein_coding-intron (FBgn0036373, intron 2 of 3)	-2526	FBgn0036372	FBgn0036372	FBtr0075819			CG10083			protein_coding
bam_atac.mRp.clN_peak_14042	X	6754212	6754498	+	104	NA	Intergenic	Intergenic	-7684	FBgn0029915	FBgn0029915	FBtr0071040			CG14434			protein_coding
bam_atac.mRp.clN_peak_10746	3R	10188924	10191262	+	104	NA	intron (FBgn0024321, intron 2 of 5)	protein_coding-intron (FBgn0024321, intron 1 of 3)	-2632	FBgn0051320	FBgn0051320	FBtr0082943			CG31320			protein_coding
bam_atac.mRp.clN_peak_3785	2R	5332193	5332506	+	104	NA	promoter-TSS (FBgn0029092)	protein_coding-promoter-TSS (FBgn0029092)	-1205	FBgn0259234	FBgn0259234	FBtr0299847			Camta			protein_coding
bam_atac.mRp.clN_peak_6071	3L	629756	630178	+	104	NA	exon (FBgn0263039, exon 1 of 1)	ncRNA-exon (FBgn0263039, exon 1 of 1)	1497	FBgn0263039	FBgn0263039	FBtr0333724			CR43334			ncRNA
bam_atac.mRp.clN_peak_9409	3R	396663	397184	+	104	NA	Intergenic	Intergenic	7443	FBgn0052945	FBgn0052945	FBtr0078896			CG32945			protein_coding
bam_atac.mRp.clN_peak_2312	2L	18630671	18631623	+	104	NA	intron (FBgn0032694, intron 1 of 2)	protein_coding-intron (FBgn0032694, intron 1 of 3)	13890	FBgn0032694	FBgn0032694	FBtr0329972			MESR3			protein_coding
bam_atac.mRp.clN_peak_14356	X	10742754	10743002	+	104	NA	promoter-TSS (FBgn0030240)	protein_coding-promoter-TSS (FBgn0030240)	88	FBgn0030240	FBgn0030240	FBtr0073380			CG2202			protein_coding
bam_atac.mRp.clN_peak_11373	3R	14830403	14830618	+	104	NA	intron (FBgn0026239, intron 1 of 6)	protein_coding-intron (FBgn0026239, intron 1 of 4)	19234	FBgn0038672	FBgn0038672	FBtr0083719			CG6005			protein_coding
bam_atac.mRp.clN_peak_13459	X	375505	375963	+	104	NA	promoter-TSS (FBgn0029524)	protein_coding-promoter-TSS (FBgn0029524)	108	FBgn0029526	FBgn0029526	FBtr0301337			CR18166			pseudogene
bam_atac.mRp.clN_peak_3373	2R	2668976	2669358	+	104	NA	promoter-TSS (FBgn0000473)	protein_coding-promoter-TSS (FBgn0000473)	-171	FBgn0000473	FBgn0000473	FBtr0086133			Cyp6a2			protein_coding
bam_atac.mRp.clN_peak_10196	3R	5894657	5895215	+	104	NA	TTS (FBgn0053784)	protein_coding-TTS (FBgn0053784)	1309	FBgn0053784	FBgn0053784	FBtr0091785			CG33784			protein_coding
bam_atac.mRp.clN_peak_2562	2L	20404286	20404679	+	104	NA	Intergenic	Intergenic	-5088	FBgn0032857	FBgn0032857	FBtr0081370			CG10947			protein_coding
bam_atac.mRp.clN_peak_7173	3L	8596409	8597292	+	104	NA	promoter-TSS (FBgn0035914)	protein_coding-promoter-TSS (FBgn0035914)	399	FBgn0017429	FBgn0017429	FBtr0333114			CG5989			protein_coding
bam_atac.mRp.clN_peak_1728	2L	13369109	13369668	+	104	NA	TTS (FBgn0051852)	protein_coding-TTS (FBgn0051852)	195	FBgn0051855	FBgn0051855	FBtr0290000			CG31855			protein_coding
bam_atac.mRp.clN_peak_900	2L	6950384	6950790	+	104	NA	promoter-TSS (FBgn0031873)	protein_coding-promoter-TSS (FBgn0031873)	147	FBgn0020616	FBgn0020616	FBtr0079349			SA			protein_coding
bam_atac.mRp.clN_peak_7390	3L	10345486	10346567	+	104	NA	Intergenic	Intergenic	-12355	FBgn0262439	FBgn0262439	FBtr0304433			mir-276a			pre_miRNA
bam_atac.mRp.clN_peak_4502	2R	10321838	10322210	+	104	NA	Intergenic	Intergenic	-1380	FBgn0261613	FBgn0261613	FBtr0302926			Oaz			protein_coding
bam_atac.mRp.clN_peak_6917	3L	6906899	6907304	+	104	NA	promoter-TSS (FBgn0041194)	protein_coding-promoter-TSS (FBgn0041194)	-37	FBgn0041194	FBgn0041194	FBtr0076946			Prat2			protein_coding
bam_atac.mRp.clN_peak_4569	2R	10763229	10763444	+	104	NA	promoter-TSS (FBgn0033978)	protein_coding-promoter-TSS (FBgn0033978)	-2	FBgn0033978	FBgn0033978	FBtr0087452			Cyp6a23			protein_coding
bam_atac.mRp.clN_peak_5638	2R	18799079	18799656	+	104	NA	exon (FBgn0034797, exon 5 of 11)	protein_coding-exon (FBgn0034797, exon 5 of 11)	6922	FBgn0050187	FBgn0050187	FBtr0304796			CG30187			protein_coding
bam_atac.mRp.clN_peak_4707	2R	11671935	11672655	+	104	NA	intron (FBgn0083919, intron 2 of 15)	protein_coding-intron (FBgn0083919, intron 2 of 15)	30155	FBgn0083919	FBgn0083919	FBtr0329910			Zasp52			protein_coding
bam_atac.mRp.clN_peak_12118	3R	19924984	19925812	+	104	NA	intron (FBgn0053100, intron 2 of 2)	protein_coding-intron (FBgn0053100, intron 2 of 3)	6067	FBgn0013343	FBgn0013343	FBtr0084588			Syx1A			protein_coding
bam_atac.mRp.clN_peak_6884	3L	6611589	6612655	+	104	NA	TTS (FBgn0035708)	protein_coding-TTS (FBgn0035708)	-5010	FBgn0004619	FBgn0004619	FBtr0076982			Glu-RI			protein_coding
bam_atac.mRp.clN_peak_12712	3R	24454660	24455290	+	104	NA	intron (FBgn0039590, intron 1 of 5)	protein_coding-intron (FBgn0039590, intron 1 of 5)	5810	FBgn0039590	FBgn0039590	FBtr0085319			CG10011			protein_coding
bam_atac.mRp.clN_peak_10088	3R	5170167	5170436	+	104	NA	intron (FBgn0263749, intron 2 of 5)	protein_coding-intron (FBgn0263749, intron 1 of 4)	2706	FBgn0263749	FBgn0263749	FBtr0310401			CG43674			protein_coding
bam_atac.mRp.clN_peak_1631	2L	12504279	12505363	+	104	NA	promoter-TSS (FBgn0259176)	protein_coding-promoter-TSS (FBgn0259176)	7	FBgn0259176	FBgn0259176	FBtr0299657			bun			protein_coding
bam_atac.mRp.clN_peak_7848	3L	14052486	14052895	+	104	NA	intron (FBgn0052138, intron 1 of 9)	protein_coding-intron (FBgn0052138, intron 1 of 8)	5894	FBgn0052138	FBgn0052138	FBtr0334053			CG32138			protein_coding
bam_atac.mRp.clN_peak_4132	2R	7651583	7652323	+	104	NA	Intergenic	Intergenic	-4005	FBgn0033650	FBgn0033650	FBtr0088029			CG13193			protein_coding
bam_atac.mRp.clN_peak_14903	X	18010887	18011370	+	104	NA	promoter-TSS (FBgn0004028)	protein_coding-promoter-TSS (FBgn0004028)	-273	FBgn0004028	FBgn0004028	FBtr0308236			wupA			protein_coding
bam_atac.mRp.clN_peak_2103	2L	16702832	16704033	+	104	NA	promoter-TSS (FBgn0263745)	pseudogene-promoter-TSS (FBgn0263745)	-235	FBgn0263745	FBgn0263745	FBtr0310392			CR43670			pseudogene
bam_atac.mRp.clN_peak_5280	2R	16123575	16123914	+	104	NA	promoter-TSS (FBgn0034485)	protein_coding-promoter-TSS (FBgn0034485)	4	FBgn0034485	FBgn0034485	FBtr0086315			CG11099			protein_coding
bam_atac.mRp.clN_peak_10181	3R	5776387	5777097	+	103	NA	intron (FBgn0263097, intron 4 of 6)	protein_coding-intron (FBgn0263097, intron 4 of 6)	35040	FBgn0037770	FBgn0037770	FBtr0082150			Art4			protein_coding
bam_atac.mRp.clN_peak_5839	2R	20134498	20134970	+	103	NA	intron (FBgn0050418, intron 2 of 7)	protein_coding-intron (FBgn0050418, intron 2 of 7)	3948	FBgn0050418	FBgn0050418	FBtr0072263			nord			protein_coding
bam_atac.mRp.clN_peak_11304	3R	14230445	14230886	+	103	NA	promoter-TSS (FBgn0038619)	protein_coding-promoter-TSS (FBgn0038619)	3	FBgn0038619	FBgn0038619	FBtr0333830			CG7685			protein_coding
bam_atac.mRp.clN_peak_10525	3R	8290631	8291079	+	103	NA	TTS (FBgn0013277)	protein_coding-TTS (FBgn0013277)	165	FBgn0038058	FBgn0038058	FBtr0082680			CG5608			protein_coding
bam_atac.mRp.clN_peak_10708	3R	9902132	9902698	+	103	NA	intron (FBgn0038197, intron 4 of 10)	protein_coding-intron (FBgn0038197, intron 4 of 10)	-14081	FBgn0038198	FBgn0038198	FBtr0082889			Npc2b			protein_coding
bam_atac.mRp.clN_peak_12829	3R	25446545	25446801	+	103	NA	TTS (FBgn0039674)	protein_coding-TTS (FBgn0039674)	1917	FBgn0039674	FBgn0039674	FBtr0085447			CG1907			protein_coding
bam_atac.mRp.clN_peak_2558	2L	20390513	20390880	+	103	NA	intron (FBgn0032857, intron 1 of 1)	protein_coding-intron (FBgn0032857, intron 1 of 1)	-8341	FBgn0032856	FBgn0032856	FBtr0081371			CG16798			protein_coding
bam_atac.mRp.clN_peak_14963	X	18724546	18725186	+	103	NA	TTS (FBgn0259927)	protein_coding-TTS (FBgn0259927)	242	FBgn0030963	FBgn0030963	FBtr0074639			CG7101			protein_coding
bam_atac.mRp.clN_peak_11018	3R	12114514	12114785	+	103	NA	promoter-TSS (FBgn0250823)	protein_coding-promoter-TSS (FBgn0250823)	16473	FBgn0250823	FBgn0250823	FBtr0100332			gish			protein_coding
bam_atac.mRp.clN_peak_667	2L	5301189	5301591	+	103	NA	intron (FBgn0016076, intron 1 of 2)	protein_coding-intron (FBgn0016076, intron 1 of 2)	-4332	FBgn0016076	FBgn0016076	FBtr0300020			vri			protein_coding
bam_atac.mRp.clN_peak_13927	X	5628961	5630137	+	103	NA	intron (FBgn0052758, intron 1 of 5)	protein_coding-intron (FBgn0052758, intron 1 of 5)	2765	FBgn0029795	FBgn0029795	FBtr0070806			CG15773			protein_coding
bam_atac.mRp.clN_peak_3016	2R	524765	525100	+	103	NA	Intergenic	Intergenic	18398	FBgn0032997	FBgn0032997	FBtr0299924			CG17486			protein_coding
bam_atac.mRp.clN_peak_4563	2R	10745928	10746248	+	103	NA	promoter-TSS (FBgn0053506)	protein_coding-promoter-TSS (FBgn0053506)	50	FBgn0053506	FBgn0053506	FBtr0091446			CG33506			protein_coding
bam_atac.mRp.clN_peak_10456	3R	7788429	7788893	+	103	NA	promoter-TSS (FBgn0000147)	protein_coding-promoter-TSS (FBgn0000147)	-138	FBgn0260741	FBgn0260741	FBtr0082511			CG3281			protein_coding
bam_atac.mRp.clN_peak_3231	2R	1879948	1881641	+	103	NA	intron (FBgn0004603, intron 2 of 9)	protein_coding-intron (FBgn0004603, intron 3 of 10)	-4509	FBgn0033049	FBgn0033049	FBtr0085970			CG14471			protein_coding
bam_atac.mRp.clN_peak_8931	3L	21662722	21663761	+	103	NA	Intergenic	Intergenic	-1998	FBgn0037115	FBgn0037115	FBtr0078429			CG11249			protein_coding
bam_atac.mRp.clN_peak_6081	3L	680090	680563	+	103	NA	promoter-TSS (FBgn0035151)	protein_coding-promoter-TSS (FBgn0035151)	0	FBgn0035151	FBgn0035151	FBtr0072614			CG17129			protein_coding
bam_atac.mRp.clN_peak_1092	2L	8217973	8218670	+	103	NA	promoter-TSS (FBgn0032004)	protein_coding-promoter-TSS (FBgn0032004)	-304	FBgn0032004	FBgn0032004	FBtr0079632			CG8292			protein_coding
bam_atac.mRp.clN_peak_11579	3R	16405209	16405859	+	103	NA	promoter-TSS (FBgn0023212)	protein_coding-promoter-TSS (FBgn0023212)	59	FBgn0023212	FBgn0023212	FBtr0083947			Elongin-B			protein_coding
bam_atac.mRp.clN_peak_8966	3L	21901197	21901696	+	103	NA	intron (FBgn0262737, intron 3 of 10)	protein_coding-intron (FBgn0262737, intron 2 of 8)	-21307	FBgn0264470	FBgn0264470	FBtr0332737			CR43878			ncRNA
bam_atac.mRp.clN_peak_1764	2L	13642027	13642539	+	103	NA	promoter-TSS (FBgn0028546)	protein_coding-promoter-TSS (FBgn0028546)	77	FBgn0028546	FBgn0028546	FBtr0080511			ics			protein_coding
